,Description,forum
280,It seems that the bug could be avoided by simply abandoning concurrent leaders,4Xo8nv5DNS
281,"The first approach to fix this bug, increasing quorum size to 2f+1, also does not seem related to dependency; rather, it seems to be avoiding a tie between concurrent leaders",4Xo8nv5DNS
282," I would like to see more discussion on the root cause of the problem, and how exactly it is fixed",4Xo8nv5DNS
283,This is very important for the paper since at some point the authors claim that most of the design complexity comes from generalized as opposed to multi-leader.,4Xo8nv5DNS
284,"Other than that, I have a few minor suggestions in terms of presentation",4Xo8nv5DNS
285,"- When describing Fast Paxos, the authors use proposals, acceptors, and learners; but in Simple or Fast PPaxos, the authors use proposals, acceptors, and replicas",4Xo8nv5DNS
286,"I suggest the authors stick to one convention, preferrably learners",4Xo8nv5DNS
287,- Page 11 right column touched on why the threshold must be > 1.5f,4Xo8nv5DNS
288,"While this may be obvious for experts, it is helpful to elaborate on this in a tutorial paper for non-expert readers.",4Xo8nv5DNS
289,"- Section 2 says that messages can be dropped, and indeed Section 6.3  considers a situation that messages to d3, d4, d5 are dropped",4Xo8nv5DNS
290,"However, the default model of Paxos does not allow message drop",4Xo8nv5DNS
291,"Otherwise, one runs into the two-general impossibility",4Xo8nv5DNS
292,"In this particular example in Section 6.3, can we simply have p1 crash before it sends messages to d3, d4,and d5? If this is sufficient to break Fast PPaxos, then I suggest removing message drop from the model",4Xo8nv5DNS
293," If this is not sufficient, the authors need to carefully define the model regarding message drop, and explain why the two general's impossibility does not apply",4Xo8nv5DNS
294,"Overall, I like this tutorial paper and would support its acceptance as a tutorial paper",4Xo8nv5DNS
295,"However, it is currently submitted as an SoK paper",4Xo8nv5DNS
296," If judged as an SoK paper, I am less supportive",4Xo8nv5DNS
297,"The paper mentions that there are few generalized multi-leader systems, and indeed it only reviews 3 papers in detail (EPaxos, Caesar, Atlas)",4Xo8nv5DNS
298,The related work section mentions a few other works very briefly and they are not closely related,4Xo8nv5DNS
299," As such, I feel the area of generalized multi-leader state machine replication is still relatively young and small, and has not reached a stage of needing an SoK paper",4Xo8nv5DNS
300,This is not a criticism of the paper,4Xo8nv5DNS
301,I think the authors are well aware that their paper is more of a tutorial than SoK,4Xo8nv5DNS
302,The onus is on the editorial board to accept this paper under an appropriate category,4Xo8nv5DNS
303,Donut Paxos is a variant of MultiPaxos that uses separate nodes for configuration management,bXe1agiq9LN
304,It addresses the problem of missing reconfiguration protocols in academic consensus protocols,bXe1agiq9LN
305,Performance is on par with horizontal MultiPaxos and Raft.,bXe1agiq9LN
306,- This paper focuses on the reconfiguration problem,bXe1agiq9LN
307,It may give more insights on reconfiguration to readers.,bXe1agiq9LN
308,- The paper's solution is missing an important component.,bXe1agiq9LN
309,I got many questions after reading through this paper,bXe1agiq9LN
310,The primary concern is that this paper is missing a good motivation,bXe1agiq9LN
311,I agree that reconfiguration is an important piece for a consensus protocol to be practical,bXe1agiq9LN
312,"But in the industry, consensus protocols are mostly used for configuration service, which manages replicas of primary backup replication",bXe1agiq9LN
313,"Even for the case when Paxos-like consensus protocol is used for main applications, replacing a failed server can be handled by the network layer (e.g., updating DNS to redirect requests to a new server)",bXe1agiq9LN
314,Or simple horizontal Paxos-like approach may work fine,bXe1agiq9LN
315,"To motivate Donut Paxos well, there should be some explanation on why it is important to provide reconfiguration service directly within consensus protocols.",bXe1agiq9LN
316,Another problem is Donut Paxos doesn't provide a complete solution to the reconfiguration problem in state machine replication,bXe1agiq9LN
317,Donut Paxos only covers how to safely reconfigure Paxos acceptors and ensure that servers can continue to reach an agreement,bXe1agiq9LN
318,"However, the difficulty of reconfiguration comes with recovering the state machine on a new replica",bXe1agiq9LN
319,"When Google first implemented MultiPaxos, they struggled a lot with the subtleties with recovering state machines",bXe1agiq9LN
320,"(Lamport's paper doesn't cover this topic.) On the other hand, Raft could be adopted widely in the industry since it fully specified how to handle the recovery of state machines, including recovery from a snapshot (they are discussed in Diego's PhD thesis)",bXe1agiq9LN
321,"Without disclosing how to recover the state machine safely, Donut Paxos has the same problem as horizontal MultiPaxos, which will prevents the industry's adoption again.",bXe1agiq9LN
322,"Lastly, the current introduction implies that the exiting reconfiguration protocols cause performance degradation and that Donut Paxos has superior performance to them",bXe1agiq9LN
323,"However, in the evaluation section, Multi-Paxos's performance is the same as Donut Paxos's",bXe1agiq9LN
324,It was a surprise when the evaluation section admits that the performance is not the contribution of Donut Paxos,bXe1agiq9LN
325,I think this should be made clear earlier,bXe1agiq9LN
326,- Clarify contribution: I think Donut Paxos can be valuable if it can be applied to any Paxos-based protocols,bXe1agiq9LN
327,"To show that, I think it should show another example, maybe applying Donut Paxos to EPaxos",bXe1agiq9LN
328,It's a bit disappointing to see just the Multi-Paxos example as it already has horizontal reconfiguration.,bXe1agiq9LN
329,- Extend protocol to the full solution,bXe1agiq9LN
330,"If you believe that missing reconfiguration was the reason why the industry didn't adopt improved Paxos variants, you should provide the full solution.",bXe1agiq9LN
331,- I would conduct a survey on how industry people use consensus protocols and what problems they are suffering from,bXe1agiq9LN
332,"Then, Donut Paxos can be motivated more strongly.",bXe1agiq9LN
333,"""inefficient reconfiguration protocols [15, 22]"" ==> can you evaluate their performance and show Donut Paxos's performance advantage?",bXe1agiq9LN
334,"""4% effect on the median of throughput and latency measurements"" => what does it mean? Median of the whole experiment with a failure? If that's the case, medians cannot capture the reconfiguration behavior",bXe1agiq9LN
335,"If this is referring to the experiment in Section 7.1, the paper said reconfiguration completes within a millisecond, and the median was captured within one second window",bXe1agiq9LN
336,"I think that the ""4%"" number will change if a different time window was chosen",bXe1agiq9LN
337,"""MATCHA"" and ""MATCHB"" are a bit confusing.",bXe1agiq9LN
338,"""The proposer then ends the Matchmaking phase"" ==> Is there a termination guarantee?",bXe1agiq9LN
339,"""to every acceptor in every configuration in H_i"" ==> Isn't it just 1 per round?",bXe1agiq9LN
340,"In Algorithm 3, ""an arbitrary configuration"" ==> is it truly arbitrary?",bXe1agiq9LN
341,"In Algorithm 3, ""Phase 1 quorum from every configuration in H_i"" ==> what is the size of quorum?",bXe1agiq9LN
342,"This paper presents Donut Paxos, a crash fault tolerant state machine replication system with vertical reconfiguration",bXe1agiq9LN
343,"The paper motivates vertical reconfiguration convincingly, provides useful details in the design of the systems, and evaluates the system with a prototype implementation",bXe1agiq9LN
344,The paper is well written for the most part,bXe1agiq9LN
345,I have a few suggestions for further improving the paper and clarifying certain issues,bXe1agiq9LN
346,I think the paper can help the readers by motivating vertical reconfiguration early on,bXe1agiq9LN
347,"While the introduction mentions the lack of logs in certain systems, it is too terse and easy to miss",bXe1agiq9LN
348,This leaves me wondering about the motivation for vertical reconfiguration while reading the paper,bXe1agiq9LN
349,I suggest the authors moving some of nice arguments from Section 6 to the introduction,bXe1agiq9LN
350,"In addition, it would be great if the authors can also comment on whether there are downsides with vertical reconfiguration and external matchmakers",bXe1agiq9LN
351,"I am also wondering if vertical reconfiguration is fundamentally tied to external masters, or is it just the only way we know",bXe1agiq9LN
352,It would be helpful to see some discussion on this early on.,bXe1agiq9LN
353,The paper contains fairly complete details for the most part,bXe1agiq9LN
354,The only part I find a little lacking is matchmaker reconfiguration,bXe1agiq9LN
355,"Though the proof seems detailed, I need to see more details for the protocol to evaluate the proof",bXe1agiq9LN
356,"Running a Paxos instance makes sense intuitively, but how do proposers figure out current situation? For example, if one proposer shuts down the old matchmakers and immediately crashes, what do we do now? Another proposer may contact the old matchmaker and it will not hear back from them",bXe1agiq9LN
