,Class Index,Description
318,3," The source code is released for duplicability. The main originality is using block (or hierarchical) structures; i.e., the proposed models split the an entire sequence into blocks, apply an intra-block SAN to each block for modeling local context, and then apply an inter-block SAN to the output for all blocks to capture long-range dependency."
319,3,"\n\nSince any complex valued computation can be done with a real-valued arithmetic, switching to complex arithmetic needs a compelling use-case."
320,3, And what would they potentially lead to? 
321,1,"  The domains where parameter noise (as well as evolutionary strategies) does really well are Enduro and the Chain environment, in which a policy that repeatedly chooses a particular action will do very well."
322,3,"\tCould you show the curves (on Figure 6 or another plot) for training a short ResNet (same depth as your starting model) and a deep ResNet (same depth as your final model) without using your approach?"""
323,3,"\n2) eq2, usually we talk about truncated n-step returns include the value of the last state to correct the return."
324,1,\niii) Superior performance with fewer number of parameters compared to other methods.
325,3," Since FSGM is known to be robust to small random perturbations, I would be surprised that for a majority of random directions, the adversarial examples are brought back to the original class."
326,3,"""The paper is well-written but is lacking detailed information in some areas (see list of questions)."
327,2,I do not believe or trust the data presented or the underlying thesis.
328,3,. The key idea is to maintain a chart to take into account all possible spans.
329,3," If so, would it be possible to plot the complete curves?"
330,1,"""This paper proposes a method to automatically tuning the momentum parameter in momentum SGD methods, which achieves better results and fast convergence speed than state-of-the-art Adam algorithm."
331,3,\n\n3. It is unclear how the actual speedup was measured.
332,1, and the paper is clearly written and easy to follow.
333,3,". \n3. the experimental setup seems quite unusual to me: \""since we only observe positive labels, for such tasks in the test set we sample a labels according to the label frequency\"". "
334,3," Although it only holds when light robustness are imposed,"
335,1, The 2D example seem to work very well and the convergence curves are far better with the proposed regularization.
336,1,"\n\nSome of these questions that need to be addressed IMHO:\n\n- A critical general question: if the addressed problem is the alignment between e.g. images and not image generation, why not formalizing the problem as a similarity search one (using e.g. EMD or any other transport metric)."
337,3," The DuoRC dataset offers the following challenges compared to the existing reading comprehension (RC) datasets \u2013 1) low lexical overlap between questions and their corresponding passages, 2) requires use of common-sense knowledge to answer the question, 3) requires reasoning across multiples sentences to answer the question, 4) consists of those questions as well that cannot be answered from the given passage."
338,3," \\alpha in (1) seems to be \\gamma in Alg 1 (line 5). \""L_target is a target objective which can be a negative class probability ..\"" this assumes that the example is a positive class."
339,2,I fail to see the contribution either to physics or social science
340,3,"  If that is the case, what information of the input is being retained when training with multiple tasks and what information of the input is being discarded when training with a single task?"
341,1," Again, evaluating over Imagenet and demonstrating a clear speedup over existing sync methods will be helpful."
342,3,"\n\n* Text:\n\nsec 2 para 4. \""reconstruction loss on the validation set was similar to the reconstruction loss on the validation set.\"" ??"
343,3,\n\n- The computational complexity of this model shouldn\u2019t be neglected.
344,3," If I understand correctly, only the HDDA model is used to get the final score, and the C^i are only used to make the \\phy(x) representation more class-seperable. Is that right?"
345,2,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript."
346,3, \n\nThe authors minimize the loss function by greedy layer-wise training as is done in several prior works.
347,1," I am recommending acceptance,"
348,3,"It also would have been great to have\nconsidered a model that the (Johnson, et. al., 2016) algorithm would not work\nwell on or could not be applied to show the added applicability of the proposed\nalgorithm."
349,3," \n\n6) Besides IHDP, did the authors run experiments on other real-world datasets, \nsuch as Jobs, Twins, etc?"""
350,3,"""1. This paper proposes a deep neural network compression method by maintaining the accuracy of deep models using a hyper-parameter."
