,id,Description,forum_id
306,306,"However, neither is the second task properly defined in the original paper nor in this study",RKAKTnLzb8q
307,307,"In addition to not conducting any independent ablation studies, the authors did not even replicate the ablation studies conducted in the original work (MPN, for example).",RKAKTnLzb8q
308,308,Discussion on results: ,RKAKTnLzb8q
309,309,The authors clearly state aspects that were easy/ difficult to reproduce and the steps they took to address the difficulties,RKAKTnLzb8q
310,310,This work focused on reproducing the following results (different batch size and hyperparameters; smaller training data):,RKAKTnLzb8q
311,311,Mask Prediction: The quantitative results (BCE metric) on the FFHQ dataset are off (worse) by about 10% relative error while the results on the Places2 dataset are off (worse) by about 73%,RKAKTnLzb8q
312,312,Qualitative results (examples presented) show that the predicted masks are close to the ground truth masks,RKAKTnLzb8q
313,313,This is not reflected in the quantitative evaluation and is not adequately explained.,RKAKTnLzb8q
314,314,"Inpainting quality: The results on the FFHQ and Places2 datasets on the PSNR and SSIM metrics have a relative error of (18%, 0.4%) and (4.8%, 1.2%)",RKAKTnLzb8q
315,315,"Since the SSIM metric is almost identical to the original (despite the differences in the training set up), the differences do not seem to be perceptually relevant, and it can be reasonably claimed that the performance from the original work was reproduced",RKAKTnLzb8q
316,316,It is unclear if the above differences are due to insufficient hyperparameter tuning or due to the limited data used for training.,RKAKTnLzb8q
317,317,Recommendations for reproducibility:  ,RKAKTnLzb8q
318,318,none,RKAKTnLzb8q
319,319,Overall clarity and organization: ,RKAKTnLzb8q
320,320,The report's overall clarity and structure is adequate,RKAKTnLzb8q
321,321,There are a few typos and awkward grammatical constructs that can be improved,RKAKTnLzb8q
322,322,"The report should be carefully checked for such errors (e.g., typos in line 81 and 86; the mask is denoted using M not N).",RKAKTnLzb8q
323,323,Readability can be improved further by incorporating the more important equations in the methodology section,RKAKTnLzb8q
324,324, In line 127 the authors claim that the original paper does not mention about alpha blending which is not true (refer page 5 of the original paper),RKAKTnLzb8q
325,325,The report should be carefully checked for syntactic error (typos in line 81 and 86; the mask is denoted using M not N).,RKAKTnLzb8q
326,326,The given report examines the reproducibility of VCNet model for blind image inpainting of natural images,RKAKTnLzb8q
327,327,"The model was proposed in the paper ""VCNet: A Robust Approach to Blind Image Inpainting"" by Wang et al",RKAKTnLzb8q
328,328,and it consists of two parts: a mask prediction network that tries to classify the input image into corrupted and non-corrupted regions and an inpainting network that performes the reconstruction,RKAKTnLzb8q
329,329,Furthermore a discriminator network is used for training with an adversarial loss.,RKAKTnLzb8q
330,330,**Reproducibility Summary:**,RKAKTnLzb8q
331,331,The report contains a reproducibility summary as required by the template.,RKAKTnLzb8q
332,332,**Scope of Reproducibility:**,RKAKTnLzb8q
333,333,The authors of the report clearly state the scope of their reproducibility experiments.,RKAKTnLzb8q
334,334,**Code:**,RKAKTnLzb8q
335,335,The model was implemented from scratch and the code was submitted,RKAKTnLzb8q
336,336,It is very well written but some doc-strings would highly improve the readability,RKAKTnLzb8q
337,337,"Although the training weights were provided, I was not able to re-run the model without downloading the very large datasets",RKAKTnLzb8q
338,338,A small demo would have been useful to verify the implementation.,RKAKTnLzb8q
339,339,**Communication with Original Authors:**,RKAKTnLzb8q
340,340,The authors state that they were in contact with the original authors since the beginning of the challenge and were given access to the private repository to double-check their reproduced code.,RKAKTnLzb8q
341,341,**Hyperparameter Search:**,RKAKTnLzb8q
342,342,Most of the hyperparameters were set to the values reported in the original work are used,RKAKTnLzb8q
343,343,"However, the authors decreased the batch size and adapted the learning rate due to compuatational limitation.",RKAKTnLzb8q
344,344,**Ablation Study:**,RKAKTnLzb8q
345,345,The ablation studies from the original work were reproduced,RKAKTnLzb8q
346,346,"The authors succeeded to reproduce the raindrop removal experiments and the experiments using different noise sources, but fail to reproduce the face-swapping experiments",RKAKTnLzb8q
347,347,"However, the authors spent a lot of effort to reproduce the face-swapping experiments.",RKAKTnLzb8q
348,348,**Discussion on Results:**,RKAKTnLzb8q
349,349,The results are discussed in an appropriate way,RKAKTnLzb8q
350,350,"The report contains visual results as well as quantitative results using the metrics from the original work (binary cross-entropy-loss, PSNR, and SSIM)",RKAKTnLzb8q
351,351,The authors are sincere that they were not able to reproduce the face-swapping experiments from the paper.,RKAKTnLzb8q
352,352,**Recommendations for Reproducibility:**,RKAKTnLzb8q
353,353,"The authors point out that some implementation details are missing in the original paper (input format, discriminator architecture and weight initialization).",RKAKTnLzb8q
354,354,**Results Beyond the Paper:**,RKAKTnLzb8q
355,355,No results beyond the paper are reported.,RKAKTnLzb8q
356,356,**Overall Organization and Clarity:**,RKAKTnLzb8q
357,357,The description of the experiments is well-written and the report is overall well-organized,RKAKTnLzb8q
358,358,"However, there are some issues in the section that describes the methodology, i.e., Section 3:",RKAKTnLzb8q
359,359,1,RKAKTnLzb8q
360,360,The authors use GT to denote the ground truth image which can be very miss-leading,RKAKTnLzb8q
361,361,I would recommend to use G or O (the latter one was used in the original work),RKAKTnLzb8q
362,362,2,RKAKTnLzb8q
363,363,What is confidence-driven mask smoothing? The term is also not mentioned in the original work,RKAKTnLzb8q
364,364,A brief explanation would be useful.,RKAKTnLzb8q
365,365,3,RKAKTnLzb8q
366,366,In Equation 5: the variables V_{GT}^l and V_O^l are not defined,RKAKTnLzb8q
367,367,"I suppose they are used to denote some feature maps in the l-th layer? However, this is just a guess.",RKAKTnLzb8q
368,368,4.The last two loss-terms L_{mrf} and L_{adv} are not further specified,RKAKTnLzb8q
369,369,The original work mentions that the WGAN-GP objective is used as adversarial term and the ID-MRF loss is used as texture consistency term,RKAKTnLzb8q
370,370,It would recommend to add these explanations to the report.,RKAKTnLzb8q
371,371,**Summary of Review:**,RKAKTnLzb8q
372,372,The authors did a great job to reproduce the results from the original work and I recommend to accept the paper to the ML Reproducibility Challenge 2020 after the issues in the above section have been adressed,RKAKTnLzb8q
373,373,I will improve my score as soon as these issues are fixed.,RKAKTnLzb8q
374,374,**Minor Remarks:**,RKAKTnLzb8q
375,375,- Equation (5): period should be placed after the equation (not in front of it),RKAKTnLzb8q
376,376,"- l 115: ""with gaining of 0.02"": I am not familiar with the term ""gaining""",RKAKTnLzb8q
377,377,Is it used to refer to the standard deviation/variance?,RKAKTnLzb8q
378,378,"Figure 3 and 5: wrong wording: ""(5) The masks applied confidence-driven smoothing""",RKAKTnLzb8q
379,379,This study attempted to verify the claims of the Reformer paper:,3s8Y7dHYkN-
380,380,1,3s8Y7dHYkN-
381,381,LSH based attention achieves higher speed for long sequences: reproduced,3s8Y7dHYkN-
382,382,2,3s8Y7dHYkN-
383,383,Reformer has low memory footprint than baseline: reproduced,3s8Y7dHYkN-
384,384,3,3s8Y7dHYkN-
385,385,Reversible layers and shared key queries achieve similar performance with baseline: not reproduced,3s8Y7dHYkN-
386,386,4,3s8Y7dHYkN-
387,387,LSH based attention achieves similar performance as full attention: reproduced,3s8Y7dHYkN-
388,388,"The authors reported both training and validation losses for 1, 3 and 4",3s8Y7dHYkN-
389,389,Claim 2 was supported by Figure 7.,3s8Y7dHYkN-
390,390,The study also pointed out that the reformer may increase training/inference time due to increased rounds of hashing to match the baseline performance.,3s8Y7dHYkN-
391,391,General Remarks,3s8Y7dHYkN-
392,392,The fact that the authors failed to anonymize the report by mentioning their names and also by referencing a public Github repo,3s8Y7dHYkN-
