,Class Index,Description
348,1,"\n\n\n#######################################################\n\nPost-rebuttal review\n---------------------------\n\nGiven the details the authors provided to my review, I decided to adjust my score."
349,1," I Firstly, the paper introduces a large sketch dataset that future papers can rely on."
350,1, By the way to me results presented in figure 5 are not enough to claim that the agent trained on random map is implementing a purely reactive wall-following strategy.
351,1, And quantify spatial tuning somehow (a natural method would be to use the sparsity measures sometimes applied to neural data to quantify how selective the spatial profile is to one or a few specific locations).
352,2,It is not clear whether important new insights will be gleaned - it cannot be clear until the final product is reviewed
353,1,"""The paper extends the idea of eigenoptions, recently proposed by Machado et al. to domains with stochastic transitions and where state features are learned."
354,2,"The paper is in good shape, though no Sunday morning reading material."
355,1, While the RWA was an interesting idea
356,2,The authors should at least try to read some of the previous work in the field before attempting to solve our problems.
357,1, Optimisation by back propagation and discretization of the densities to carry out numerical integration are well explained and easy to follow.
358,2,"I also do not feel that the lead PI is qualified to undertake this work, [..]  she needs to be academically successful first"
359,2,2. [Paper Strengths]: None
360,2,I found the entire premise of the work to be utterly theoretically bankrupt
361,1,"\n\nThere are also quite a few correctness errors in the paper, and the polish of the plots and language needs work, as outlined below. "
362,2,The PI is an excellent networker but that he does not have sufficient required scientific expertise and capacity to successfully execute the project
363,1, The experimental results show that the propped model outperforms tree-lstm using external parsers.
364,2,"Table 4 seems unnecessary given figure 8. Indeed, figure 8 also seems unnecessary."
365,1,\nThe latent variables plus a one-hot-encoding representation of the relation is used to reconstruct the input entities.
366,2,Since you submitted the paper to a scientific journal: where is the science?
367,1,"""Summary:\nThis paper proposes an approach to learn embeddings in new domains by leveraging the embeddings from other domains in an incremental fashion"
368,1, It seems right and valid.
369,1,  \n\nThe third observation seems less useful to me.
370,1," I am not saying that there is none, but I do not see how the presented experimental results show evidence for this."
371,2,"author needs to slow down structure at the grammatical level, but more importantly, the process of research, reflection, and argumentation"
372,1, It is the first to study constructing minimal training sets for NPI given a black-box oracle.
373,1, It seems to perform well in practice as shown in the experimental section.
374,1," As is, I would guess the second is more likely and so I am not convinced the architecture itself is a significant contribution."
375,2,"Your footnote is unnecessary, and indeed confusing. Where did you get the word oftentimes from? We are in the 21st century now."
376,2,With the appropriate revisions these results could provide a very limited contribution to the field.
377,1,  This paper then compare this objective with the MMD distance between the samples A & B.
378,2,"Since the manuscript is so lacking in all aspects, I wont bother going through it in detail."
379,1,\nThere is however a lack of technical novelty or insight in the models themselves.
380,2,proposal language is frightfully unclear.
381,2,"I know you want to use hormones to study physiological changes, but humans are more than hormones"
382,2,This paper may sink without trace' h/
383,1,\nThe claim that ARM is more robust to partially observable domains is supported by experiments where it outperforms DQN.
384,1," Perhaps the heuristics for initializing the connectivity matrices will be insufficient, but could these be improved in further work?\n\n"
385,1," That is because almost all tasks require good representations for all words, not just prepositions."
