,Description,Class Index
351, \n\nMinor points:\n- Text between Eq 4 & 5: W^{(1)} appears twice; one instance should probably be W^{(2)},1
352,It is clear that this manuscript will not win a beauty contest.,2
353,"\n-\tThe experiments show that essentially, the latent defenders are stronger than the input defender in most cases.",1
354," Perhaps an exponential number of neurons is necessary in the worst case, but it will be more interesting if the authors show that under certain conditions a polynomial-size network is good enough.",1
355,"I am not aware of a published citation that justifies these calculations, but I have really not felt the need for such a citation given the straightforward computation",2
356,\n- A wide range of experiments are conducted to demonstrate performance of the proposed method.,1
357," \n- It is not clear how many input channels the color invariant functions use, eg. p1 does it use only one channel and hence has fewer parameters?",1
358,"Many of the most serious errors are more or less just copied out from what he has read, so it is hard to know how to deal with such cases",2
359,"\nOther comments and remarks:\nThe meaning of the following sentence is not clear, it probably should be rephrased: \u201cWe observed that if the network is trained in the restored dense form, the training result can be more stable because of its smoother convex.",1
360,The phrases I have so far avoided using in this review are 'lipstick on a pig' and 'bullshit baffles brains',2
361,(although I admit that here is a possibility they might turn out to be correct in that they are guessing right),2
362,My first concern is that I dont get it.,2
363,Did you have a seizure while writing this sentence? Because I feel like I had one while reading it.,2
364, The authors should add more justification for the where/how these representations will be useful.,1
365,"""I find this paper not suitable for ICLR.",1
366,I would suggest the authors to have some native English speaking to go through it,2
367,They arbitrarily rule out models with interactions but without corresponding main effects. Etc.,2
368,"To be frank, it was boring to read once one got past the beginning. This is rather ironic given the paper is about humour.",2
369,This paper goes to significant amounts of trouble to accomplish something that is already well established but in a less elegant manner,2
370," Under such circumstance, the results about one-hidden-layer linear networks are less interesting to the deep learning community.",1
371,"The authors use a log transformation, which is statistical machination, intended to deceive",2
372,"\nIn conclusion, I recommend this paper to be accepted, since it presents a new and feasible direction of a principled approach to train a robust classifier,",1
373,"here is a lot of terminology flung around such as false negatives, false positive and median, first quartile, third quartile",2
374,"\n\n## Quality/science of experiments\nThe experimental results have been updated, and the performance of the baseline now seems much more reasonable.",1
375," The reconstruction of unseen images is claimed central but as far as I could see, Figures 2, 3, and 4 are not even referred to in the text, nor is there any objective measure discussed.",1
376,\n\nThe paper has significant writing issues.,1
377," However, it is not necessary that the population of users will adhere to general English and hence the averaged model at the next time step t+1 might be significantly different from general English.",1
378,"The authors showed the differences at scale 3, and so what?",2
379,\n- the results are not remarkable.,1
380,"Fig 3e is fanciful, verging on silly",2
381,"The title appears to me to be clickbait, and, as usual for clickbait, leads to disappointment",2
382,\n3) Treatment of related work is lacking.,1
383, I would think this should be less-than-or-equal,1
384,"\n\n\nMinor:\n\n- no legend for Fig. 1\n\n-notes -> noted\n\nhave focused\n\n\n\n\n""",1
385," While developing the result to the general deep neural networks might be hard, residual networks maybe fine thanks to its structure.""",1
386,The paper is - and I mean this with no disrespect to the author- a sort of echidna or platypus of a paper.,2
